DateTime	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
2023-05-11 11:44:16.608343	1714.3	1824.6	1566.9	1706.5	3595.2	909.7	861.9	1560.9	1962.4	822.3	2072.6	885.7	3022.3	2372.0	2423.8	2877.0	1921.9	1557.5	1559.1	1646.0	4034.1	3896.2	3542.8	4398.1	1645.6	600.7	1427.1	1420.0	1208.1	923.1	932.1	1074.2
2023-05-11 12:04:26.917305	1519.5	1678.3	1455.1	1566.8	4567.6	879.2	848.0	1883.0	2473.1	948.7	2587.1	989.1	2934.9	2351.3	2410.9	5948.7	2164.1	1463.2	1475.1	1637.9	3882.1	3768.0	3401.5	4220.9	1594.4	600.4	1359.8	1347.1	1495.2	1059.0	1079.2	1233.2
2023-05-11 12:24:37.439416	1619.9	1743.8	1514.7	1640.0	2309.2	864.7	836.2	1326.9	2723.3	1072.3	3025.8	1091.5	3235.7	2556.1	2597.8	5437.5	1695.3	1426.6	1434.4	1527.6	3937.7	3774.4	3438.6	4263.7	1554.2	602.5	1369.3	1347.9	1373.2	1036.4	1053.4	1265.3
2023-05-11 12:44:49.039548	1557.9	1753.3	1524.9	4385.9	700.1	580.1	569.8	845.2	3505.9	1277.2	3694.2	1245.2	3489.1	2710.1	2745.0	3948.0	1700.9	1350.5	1346.7	1506.2	3800.1	3654.1	3319.7	4108.0	1539.5	580.8	1314.3	1319.0	1120.5	890.3	908.3	1030.1
2023-05-11 13:04:59.411376	1575.2	1746.1	1526.3	1610.7	663.0	564.9	554.8	845.5	3804.6	1422.8	4166.0	1389.2	3535.0	2783.0	2820.3	3778.1	1640.5	1396.2	1384.0	1532.0	3786.3	3647.0	3302.0	4121.7	1495.4	439.1	1286.3	1310.4	1148.9	881.5	914.1	1045.3
2023-05-11 13:25:09.676477	1535.1	1716.6	1484.2	1587.3	3598.0	812.1	790.0	1268.6	4408.1	1612.4	4659.7	1556.8	3824.8	2926.6	2952.5	3954.8	1490.0	1313.3	1336.4	1478.5	3724.2	3589.8	3265.4	4062.0	1459.1	426.8	1257.0	1251.2	1167.9	887.6	908.2	1039.3
2023-05-11 13:45:20.400027	1495.4	1662.2	1462.4	1546.5	863.4	707.5	696.7	1016.5	4761.8	1841.7	5132.6	2038.5	3816.4	2972.6	3020.6	4158.9	1517.1	1323.6	1324.4	1481.4	3718.4	3559.5	3211.0	4045.9	1501.8	442.2	1280.0	1282.4	1135.4	896.9	908.8	1000.7
2023-05-11 14:05:31.879566	1544.4	1721.0	1507.1	1581.9	1033.4	764.9	764.1	1108.2	4862.9	2052.4	5590.3	2335.8	3950.2	3070.3	3074.3	5118.1	1466.1	1279.4	1276.1	1810.0	3654.7	3533.3	3201.0	3977.4	1436.7	432.6	1256.9	1247.5	1105.0	891.1	901.5	1020.4
2023-05-11 14:25:42.524861	1501.6	1665.0	1447.5	1541.6	1144.5	917.4	919.3	1371.2	5116.6	2186.7	5836.7	3156.4	3830.9	3025.7	3124.0	4260.9	1400.6	1233.1	1229.8	1495.9	3500.8	3372.2	3034.7	3790.4	1458.9	432.8	1237.3	1261.7	1126.8	909.1	912.7	1019.6
2023-05-11 14:45:53.747604	1524.7	1700.7	1459.3	1540.2	1141.3	912.1	907.0	1416.3	5348.1	2391.5	6072.3	2383.3	4150.5	3032.2	3042.9	4170.3	1466.7	1293.9	1299.8	2342.2	3572.3	3434.6	3073.1	3845.2	1410.1	416.1	1210.5	1227.6	1048.9	868.9	886.0	1006.2
2023-05-11 15:06:04.390374	1513.9	1676.7	1442.9	1526.6	1204.7	1019.8	1022.5	1490.2	5285.2	2631.9	6302.0	2721.1	3938.7	2985.8	2993.2	3919.1	1473.5	1297.8	1309.9	1722.8	3461.8	3337.5	3013.1	3739.0	1411.1	418.5	1213.6	1213.9	1014.1	865.2	870.1	950.9
2023-05-11 15:26:14.408488	1504.0	1660.9	1436.2	1515.9	4597.1	1062.1	1030.4	1427.1	5562.1	2640.7	6349.4	2717.0	3925.3	3071.2	3068.4	9018.9	1744.3	1287.2	1274.6	1603.0	3570.8	3444.2	3119.5	3864.9	1356.9	406.5	1182.3	1192.3	1094.9	876.4	879.1	977.1
2023-05-11 15:46:24.810139	1540.1	1710.5	1476.8	1583.4	1285.1	1001.8	1001.8	1345.1	5686.6	2804.2	6517.4	2882.1	3892.4	3010.3	3065.6	4896.0	1556.6	1320.2	1327.3	1568.1	3614.4	3512.3	3133.4	3920.9	1419.3	573.6	1202.6	1233.5	1098.8	921.4	939.8	1019.6
2023-05-11 16:06:34.947875	1540.4	1714.6	1481.6	1547.5	1472.1	1098.8	1079.1	1527.9	6010.3	2970.5	6833.0	3074.0	3903.6	3026.9	3062.8	3830.7	2042.5	1302.0	1307.0	1665.6	3562.0	3428.0	3092.0	3879.2	1393.3	555.7	1212.9	1230.3	1084.0	910.8	926.8	1028.3
2023-05-11 16:26:46.538326	1517.4	1674.2	1448.7	1547.2	1430.1	1084.2	1054.0	1477.9	5834.9	2867.1	6562.8	2989.9	5196.9	2953.2	2976.4	3738.4	1474.4	1297.6	1284.0	1638.4	3468.3	3336.3	3004.9	3786.4	1355.5	500.3	1153.4	1170.4	1054.1	869.1	877.2	993.6
2023-05-11 16:46:56.850993	1492.1	1658.9	1413.7	1507.9	1514.2	1207.4	1189.3	1813.3	6237.5	2936.5	6764.1	3053.5	3947.2	2999.5	3032.8	4109.7	1438.4	1287.9	1276.8	1535.2	3485.7	3356.8	3003.7	3798.0	1322.7	493.5	1145.1	1151.8	1077.1	873.7	879.6	993.5
2023-05-11 17:07:06.962050	1472.9	1634.4	1407.2	1481.8	1488.5	1178.0	1148.2	1813.6	6158.2	2937.8	6707.3	3012.2	3988.8	2973.5	3004.2	4440.4	1402.9	1273.4	1269.3	1564.0	3350.7	3238.5	2918.4	3714.2	1323.0	414.4	1161.4	1163.1	1052.9	861.0	869.2	973.2
2023-05-11 17:27:18.540912	1493.3	1640.2	1442.4	1518.7	1384.0	1198.2	1161.6	1768.2	6780.6	2978.7	6826.8	3087.1	3751.2	2937.5	2936.2	4891.8	1395.8	1205.3	1203.7	1580.1	3311.7	3199.9	2879.0	3641.3	1295.5	555.5	1125.4	1129.1	1122.3	929.6	947.8	1073.1
2023-05-11 17:47:28.754925	1452.7	1631.7	1386.9	1453.0	1492.9	1249.2	1224.5	1866.9	6607.5	2948.1	6798.9	3000.3	3700.5	2822.1	2820.8	3684.2	1404.6	1218.1	1200.5	1528.3	3306.5	3188.1	2872.1	3597.4	1303.0	549.1	1115.2	1132.2	1033.3	878.0	886.1	975.4
2023-05-11 18:07:38.912015	1433.9	1595.3	1369.5	1466.2	1410.6	1233.8	1201.7	1659.5	6723.4	2977.8	6811.8	3131.3	3689.9	2836.4	2872.6	3654.6	1369.8	1241.4	1212.9	1442.9	3351.9	3202.7	2892.7	3692.2	1294.7	546.7	1130.1	1131.5	1159.2	894.9	895.0	1012.7
2023-05-11 18:27:50.454959	1420.4	1582.5	1380.3	1443.2	1566.7	1293.6	1252.6	1821.5	5991.0	2835.2	6432.6	2919.5	3550.5	2733.6	2745.0	3525.3	1296.9	1152.5	1138.8	1347.6	3172.8	3062.7	2755.7	3459.8	1282.6	540.3	1090.7	1100.0	1140.7	877.5	888.3	996.7
2023-05-11 18:48:00.816270	1432.2	1594.3	1384.8	1471.6	1651.2	1315.2	1298.5	1844.7	6359.8	2909.9	6651.2	3046.3	3464.6	2657.8	2695.1	5275.0	1310.8	1169.9	1162.2	1351.4	3132.5	3012.4	2709.9	3478.5	1261.3	528.5	1063.8	1084.7	1080.8	870.8	882.3	962.5
2023-05-11 19:08:13.071425	1435.7	1598.4	1393.4	1469.6	1763.0	1327.6	1296.6	1866.8	6343.0	2945.7	6617.3	3028.4	3542.4	2754.9	2792.4	3477.3	1310.9	1149.2	1152.6	1356.7	3191.0	3058.1	2751.5	3481.0	1229.7	534.5	1079.7	1081.5	1040.6	847.6	862.8	946.0
2023-05-11 19:28:23.962662	1508.2	1676.7	1442.2	1509.6	1766.6	1401.3	1358.3	1766.3	7037.7	3013.6	6939.4	3095.0	3703.6	2899.1	2901.3	3535.9	1333.7	1211.3	1183.9	1666.0	3239.8	3131.3	2817.1	3587.2	1282.0	539.6	1100.6	1111.3	1138.4	897.5	918.3	1051.9
