DateTime	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
2023-04-19 09:22:25.438697	765.3	684.5	691.3	719.1	1927.4	1687.5	906.7	1031.3	1117.8	941.6	936.3	1042.0	891.3	758.8	794.1	864.9	893.0	851.4	846.9	890.8	836.7	824.0	842.6	883.7	865.4	824.5	814.2	916.0	726.1	705.2	700.9	794.4
2023-04-19 09:42:36.839823	659.7	624.5	625.2	652.9	2015.7	1802.0	951.6	1143.2	1269.9	945.1	931.9	1023.9	970.0	779.8	817.8	903.6	1076.1	858.9	852.8	920.0	849.5	846.7	854.1	897.0	839.7	805.3	800.3	846.4	775.6	693.7	686.4	753.2
2023-04-19 10:02:47.178682	702.9	669.8	677.7	695.5	2198.7	1945.7	1007.9	1157.6	1169.7	943.6	939.4	1042.8	983.4	773.1	802.5	996.2	1933.9	839.8	836.5	886.2	885.6	856.4	848.4	912.7	875.2	835.8	835.5	879.4	717.1	707.8	708.5	765.6
2023-04-19 10:22:59.630780	673.0	639.5	637.2	668.3	2306.7	2042.5	1014.8	1317.7	1145.4	920.8	907.5	990.3	1494.5	746.8	785.2	971.6	1501.4	839.6	839.8	873.7	821.8	795.6	799.0	865.7	827.7	802.6	778.5	843.0	699.1	693.9	686.0	747.2
2023-04-19 10:43:11.608078	663.2	641.8	647.6	668.7	2420.8	2118.6	1029.2	1555.9	1109.7	920.3	911.8	1014.8	1258.5	780.6	807.1	1137.8	1551.8	826.2	842.7	999.0	881.6	884.1	853.3	965.8	850.2	815.3	815.2	862.8	702.8	689.6	686.5	735.4
2023-04-19 11:03:23.197839	680.8	663.3	666.5	689.2	2521.2	2202.1	1047.3	1648.5	1139.1	921.7	924.2	1012.5	1128.5	759.4	796.6	1097.7	1590.7	845.5	860.0	1113.8	859.0	836.2	846.2	1170.2	873.0	840.7	822.0	883.1	689.6	672.8	666.8	713.2
2023-04-19 11:23:33.571005	655.7	633.1	642.3	657.4	2564.3	2251.4	1062.8	1492.8	1156.3	949.2	932.2	1010.4	1167.6	744.3	772.6	1186.4	1373.4	813.0	813.9	1334.8	849.6	838.8	821.9	977.1	834.7	802.9	784.0	828.9	700.3	681.3	686.5	740.1
2023-04-19 11:43:44.947805	671.0	648.0	659.6	681.6	2624.7	2308.6	1076.2	1470.5	1182.9	960.7	925.4	1026.9	1180.0	759.8	787.7	1126.3	1226.7	829.6	844.4	1036.7	849.3	839.8	837.8	989.8	839.7	815.6	801.6	859.7	711.9	697.1	697.6	728.2
2023-04-19 12:03:55.751304	674.3	652.5	653.4	688.3	2772.3	2443.7	1121.8	1467.0	1166.4	889.8	882.9	989.9	1132.3	780.9	816.9	1156.6	1457.8	861.4	856.3	989.5	885.2	839.3	848.1	971.4	839.5	807.9	800.4	853.5	706.2	687.6	680.7	728.9
2023-04-19 12:24:07.087373	688.9	666.9	666.7	688.2	2758.1	2439.4	1150.1	2255.0	1226.6	932.6	904.9	1006.7	1146.7	773.5	807.5	1239.8	1086.0	853.7	848.2	955.8	1025.1	835.7	851.3	1023.4	859.3	828.3	808.8	866.1	711.6	704.0	694.2	740.1
